City Name,Customer ID,Customer Name,Customer Segment,Sum of Discount,First Name,Manager Performance Class,Year,Quarter,Month,Day,Count of Order ID,Product Category,Product Container,Product Name,Product Sub-Category,Sum of Profit,Region Code,Sum of Sales,Year,Quarter,Month,Day,Ship Mode,Sum of Shipping Cost,State,Sum of Unit Price,Count of Zip Code
Seminole,258,Allan Shields,Consumer,0.05,Sam,Low,2010,Qtr 3,July,2,1,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,-127.00800000000001,SOUTH,52.47,2010,Qtr 3,July,4,Regular Air,1.99,Florida,17.48,1
Seminole,258,Allan Shields,Consumer,0.08,Sam,Low,2011,Qtr 3,August,18,1,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,-135.156,SOUTH,63.45,2011,Qtr 3,August,20,Regular Air,8.99,Florida,21.38,1
Seminole,258,Allan Shields,Consumer,0.01,Sam,Low,2011,Qtr 3,August,18,1,Technology,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,17.595,SOUTH,22.62,2011,Qtr 3,August,18,Regular Air,4.62,Florida,4.98,1
Seminole,258,Allan Shields,Consumer,0.01,Sam,Low,2011,Qtr 4,November,17,1,Office Supplies,Wrap Bag,Staples Metal Binder Clips,Rubber Bands,176.65800000000002,SOUTH,83.49,2011,Qtr 4,November,20,Regular Air,0.8,Florida,2.62,1
Seminole,258,Allan Shields,Consumer,0.09,Sam,Low,2013,Qtr 3,July,2,1,Furniture,Jumbo Drum,Novimex Fabric Task Chair,Chairs & Chairmats,25.704,SOUTH,240.63,2013,Qtr 3,July,3,Delivery Truck,30,Florida,60.98,1
Seminole,258,Allan Shields,Corporate,0.04,Sam,Low,2012,Qtr 1,March,10,1,Office Supplies,Small Box,Avery Durable Poly Binders,Binders and Binder Accessories,501.90299999999996,SOUTH,45.81,2012,Qtr 1,March,11,Regular Air,6.98,Florida,5.53,1
Seminole,258,Allan Shields,Corporate,0.1,Sam,Low,2012,Qtr 1,March,10,1,Office Supplies,Small Box,Xerox 1882,Paper,746.886,SOUTH,475.61,2012,Qtr 1,March,11,Regular Air,13.88,Florida,55.98,1
Shirley,3098,Lorraine Boykin,Consumer,0.05,Erin,Low,2010,Qtr 2,April,8,1,Office Supplies,Small Box,Xerox 1932,Paper,240.17519999999996,EAST,348.08,2010,Qtr 2,April,9,Regular Air,5.09,New York,35.44,1
Shirley,3098,Lorraine Boykin,Consumer,0,Erin,Low,2010,Qtr 2,June,17,1,Office Supplies,Medium Box,Harmony HEPA Quiet Air Purifiers,Appliances,-11.248000000000001,EAST,131.69,2010,Qtr 2,June,19,Express Air,6.96,New York,11.7,1
Shirley,3098,Lorraine Boykin,Consumer,0.06,Erin,Low,2010,Qtr 3,August,29,1,Office Supplies,Small Box,Avery 498,Labels,9.611699999999999,EAST,13.93,2010,Qtr 3,August,29,Regular Air,0.5,New York,2.89,1
Shirley,3098,Lorraine Boykin,Consumer,0.02,Erin,Low,2013,Qtr 1,March,17,1,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,6.0927,EAST,8.83,2013,Qtr 1,March,20,Regular Air,4,New York,7.59,1
Shirley,3098,Lorraine Boykin,Consumer,0.06,Erin,Low,2013,Qtr 1,March,17,1,Office Supplies,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,406.37,EAST,2562.07,2013,Qtr 1,March,19,Regular Air,35,New York,279.48,1
Shirley,3098,Lorraine Boykin,Consumer,0.09,Erin,Low,2013,Qtr 1,March,17,1,Office Supplies,Wrap Bag,"Wirebound Message Book, 4 per Page",Paper,32.381699999999995,EAST,46.93,2013,Qtr 1,March,19,Regular Air,0.95,New York,5.43,1
Shirley,3098,Lorraine Boykin,Consumer,0.04,Erin,Low,2013,Qtr 4,December,13,1,Office Supplies,Large Box,Sensible Storage WireTech Storage Systems,Storage & Organization,-178.72511999999995,EAST,805.36,2013,Qtr 4,December,14,Regular Air,35,New York,70.98,1
Shirley,3159,Carl Branch,Corporate,0.1,Erin,Low,2011,Qtr 1,January,24,1,Technology,Small Box,2190,Telephones and Communication,363.36132000000003,EAST,589.88,2011,Qtr 1,January,24,Regular Air,5.63,New York,65.99,1
Sierra Vista,881,Jerry Barnes Nelson,Small Business,0.09,William,Low,2011,Qtr 2,May,24,1,Office Supplies,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,Envelopes,-39.67,WEST,40.79,2011,Qtr 2,May,25,Express Air,5.3,Arizona,5.58,1
Sierra Vista,881,Jerry Barnes Nelson,Small Business,0.08,William,Low,2012,Qtr 2,May,7,1,Technology,Medium Box,TI 30X Scientific Calculator,Office Machines,34.63,WEST,207.86,2012,Qtr 2,May,8,Express Air,5.99,Arizona,11.99,1
Sierra Vista,881,Jerry Barnes Nelson,Small Business,0.1,William,Low,2013,Qtr 1,January,2,1,Office Supplies,Small Box,Sterilite Officeware Hinged File Box,Storage & Organization,-114.39,WEST,72.44,2013,Qtr 1,January,3,Regular Air,6.91,Arizona,10.48,1
Sierra Vista,1052,Dennis Barbee Reynolds,Corporate,0.04,William,Low,2012,Qtr 1,February,17,1,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,-79.18,WEST,116.14,2012,Qtr 1,February,19,Regular Air,4,Arizona,39.98,1
Smithtown,15,Timothy Reese,Small Business,0,Erin,Low,2010,Qtr 2,April,8,1,Office Supplies,Small Box,Grip Seal Envelopes,Envelopes,-59.82,EAST,33.47,2010,Qtr 2,April,9,Regular Air,4.99,New York,4.42,1
Smithtown,15,Timothy Reese,Small Business,0.01,Erin,Low,2010,Qtr 2,May,28,1,Office Supplies,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Envelopes,261.87569999999994,EAST,379.53,2010,Qtr 2,May,28,Regular Air,6.66,New York,35.94,1
Smithtown,15,Timothy Reese,Small Business,0.03,Erin,Low,2011,Qtr 4,December,4,1,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,-1.17,EAST,17.39,2011,Qtr 4,December,6,Regular Air,0.7,New York,1.76,1
Smithtown,15,Timothy Reese,Small Business,0.04,Erin,Low,2012,Qtr 2,April,29,1,Office Supplies,Small Box,Xerox 1992,Paper,-24.03,EAST,19.04,2012,Qtr 2,May,1,Regular Air,5.2,New York,5.98,1
Smithtown,15,Timothy Reese,Small Business,0,Erin,Low,2013,Qtr 1,January,19,1,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,23.266799999999996,EAST,33.72,2013,Qtr 1,January,21,Regular Air,4,New York,7.59,1
Smithtown,15,Timothy Reese,Small Business,0.07,Erin,Low,2013,Qtr 1,January,21,1,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,-174.2696,EAST,38.18,2013,Qtr 1,January,23,Regular Air,6.89,New York,4.13,1
Smithtown,3160,Nicole Lyons,Corporate,0.05,Erin,Low,2013,Qtr 1,January,24,1,Furniture,Medium Box,DAX Cubicle Frames - 8x10,Office Furnishings,-169.6816,EAST,77.17,2013,Qtr 1,January,25,Regular Air,5.92,New York,5.77,1
Somerset,3315,Justin Gillespie,Small Business,0,Erin,Low,2013,Qtr 3,August,20,1,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,29.56576,EAST,55.82,2013,Qtr 3,August,22,Regular Air,1.2,New Jersey,5.84,1
South Lake Tahoe,1450,Veronica Peck,Consumer,0.1,William,Low,2010,Qtr 2,May,24,1,Furniture,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,1318.83,WEST,2366.51,2010,Qtr 2,May,25,Express Air,18.06,California,218.08,1
South Lake Tahoe,1450,Veronica Peck,Consumer,0.04,William,Low,2011,Qtr 1,March,15,1,Office Supplies,Wrap Bag,Newell 351,Pens & Art Supplies,-31.24,WEST,10.71,2011,Qtr 1,March,16,Regular Air,4.2,California,3.28,1
South Lake Tahoe,1450,Veronica Peck,Consumer,0.02,William,Low,2011,Qtr 1,March,15,1,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,-119.92,WEST,299.97,2011,Qtr 1,March,16,Regular Air,19.99,California,99.99,1
South Lake Tahoe,1450,Veronica Peck,Corporate,0.05,William,Low,2011,Qtr 3,September,1,1,Office Supplies,Small Box,Avery Reinforcements for Hole-Punch Pages,Binders and Binder Accessories,-148.7985,WEST,36.67,2011,Qtr 3,September,8,Regular Air,4.77,California,1.98,1
South Lake Tahoe,1450,Veronica Peck,Corporate,0.05,William,Low,2013,Qtr 1,March,11,1,Office Supplies,Small Box,Xerox 1973,Paper,-122.12,WEST,238.68,2013,Qtr 1,March,13,Regular Air,16.92,California,22.84,1
South Lake Tahoe,1450,Veronica Peck,Corporate,0.03,William,Low,2013,Qtr 3,September,16,1,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,17.0964,WEST,32.12,2013,Qtr 3,September,17,Regular Air,1.39,California,7.64,1
South Orange,979,Francis Peterson,Corporate,0.05,Erin,Low,2012,Qtr 1,January,6,1,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,-883.532364,EAST,1523.59,2012,Qtr 1,January,8,Delivery Truck,85.63,New Jersey,376.13,1
South Orange,979,Francis Peterson,Corporate,0.09,Erin,Low,2013,Qtr 1,February,19,1,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-17.18,EAST,9.35,2013,Qtr 1,February,24,Express Air,1.57,New Jersey,1.68,1
South Orange,1202,Faye Wolf,Consumer,0.05,Erin,Low,2010,Qtr 3,August,25,1,Office Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Pens & Art Supplies,344.544,EAST,746.03,2010,Qtr 3,August,26,Express Air,13.89,New Jersey,36.55,1
South Plainfield,1862,Lauren Bolton,Corporate,0.09,Erin,Low,2012,Qtr 1,January,2,1,Office Supplies,Wrap Bag,"Quartet Omega® Colored Chalk, 12/Pack",Pens & Art Supplies,27.9243,EAST,40.47,2012,Qtr 1,January,9,Regular Air,1,New Jersey,5.84,1
South Vineland,406,June Frank Hammond,Small Business,0.03,Erin,Low,2010,Qtr 2,May,21,1,Office Supplies,Wrap Bag,Rediform S.O.S. Phone Message Books,Paper,50.2044,EAST,72.76,2010,Qtr 2,May,22,Regular Air,0.8,New Jersey,4.98,1
Spring Hill,3194,Angela Rose,Consumer,0.1,Sam,Low,2010,Qtr 1,March,10,1,Office Supplies,Small Box,Xerox 1961,Paper,45.077999999999996,SOUTH,43.84,2010,Qtr 1,March,11,Regular Air,7.54,Florida,4.98,1
Spring Hill,3194,Angela Rose,Consumer,0,Sam,Low,2010,Qtr 1,March,10,1,Office Supplies,Small Box,Xerox 1991,Paper,-110.376,SOUTH,141.74,2010,Qtr 1,March,12,Regular Air,8.18,Florida,22.84,1
Spring Hill,3194,Angela Rose,Consumer,0.09,Sam,Low,2012,Qtr 2,June,18,1,Furniture,Jumbo Drum,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Office Furnishings,138.414,SOUTH,94.47,2012,Qtr 2,June,20,Delivery Truck,15.68,Florida,23.99,1
Spring Hill,3220,Teresa B Schroeder,Consumer,0.1,Sam,Low,2011,Qtr 1,March,12,1,Technology,Small Box,StarTAC ST7868,Telephones and Communication,-5.656000000000001,SOUTH,520.47,2011,Qtr 1,March,13,Regular Air,8.99,Florida,125.99,1
Stockton,1374,Earl Buck,Home Office,0.06,William,Low,2010,Qtr 2,June,7,1,Office Supplies,Small Box,Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Appliances,-21.232,WEST,46.94,2010,Qtr 2,June,8,Regular Air,3.5,California,44.01,1
Stockton,1374,Earl Buck,Home Office,0.07,William,Low,2013,Qtr 2,June,7,1,Office Supplies,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,-92.16799999999999,WEST,32.71,2013,Qtr 2,June,9,Regular Air,6.89,California,4.06,1
Stockton,1374,Earl Buck,Home Office,0.1,William,Low,2013,Qtr 2,June,7,1,Office Supplies,Wrap Bag,Bagged Rubber Bands,Rubber Bands,-5.424,WEST,5.18,2013,Qtr 2,June,8,Regular Air,0.7,California,1.26,1
Stockton,1390,Hazel Jones,Corporate,0.1,William,Low,2010,Qtr 4,November,16,1,Office Supplies,Wrap Bag,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Paper,100.2984,WEST,145.36,2010,Qtr 4,November,16,Regular Air,1.69,California,8.17,1
Stockton,1390,Hazel Jones,Corporate,0.03,William,Low,2010,Qtr 4,November,16,1,Technology,Small Box,T18,Telephones and Communication,2495.3988,WEST,3616.52,2010,Qtr 4,November,18,Regular Air,2.5,California,110.99,1
Stockton,1390,Hazel Jones,Small Business,0.09,William,Low,2012,Qtr 3,September,15,1,Furniture,Jumbo Drum,Hon Non-Folding Utility Tables,Tables,27.74,WEST,1252.22,2012,Qtr 3,September,15,Delivery Truck,60,California,159.31,1
Summit,741,Stacey Hale,Consumer,0.04,Erin,Low,2010,Qtr 2,June,15,1,Technology,Small Box,Belkin MediaBoard 104- Keyboard,Computer Peripherals,-26.656,EAST,397.17,2010,Qtr 2,June,17,Regular Air,4,New Jersey,27.48,1
Sun City,1053,George Bowen,Corporate,0.08,William,Low,2011,Qtr 2,May,24,1,Technology,Jumbo Box,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Office Machines,2054.4129,WEST,2977.41,2011,Qtr 2,May,27,Delivery Truck,48.26,Arizona,400.97,1
Sun City,1053,George Bowen,Corporate,0.05,William,Low,2011,Qtr 3,September,26,1,Office Supplies,Wrap Bag,Newell 308,Pens & Art Supplies,-3.89,WEST,8.3,2011,Qtr 3,September,29,Regular Air,0.7,Arizona,1.68,1
Sun City,1053,George Bowen,Corporate,0.06,William,Low,2012,Qtr 4,December,6,1,Furniture,Small Pack,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Office Furnishings,91.3146,WEST,132.34,2012,Qtr 4,December,8,Regular Air,4.95,Arizona,13.4,1
Sun City,1053,George Bowen,Corporate,0,William,Low,2013,Qtr 1,February,5,1,Office Supplies,Small Box,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,-9.1885,WEST,145.4,2013,Qtr 1,February,7,Regular Air,7.19,Arizona,11.5,1
Sun City,1053,George Bowen,Corporate,0,William,Low,2013,Qtr 1,February,5,1,Office Supplies,Wrap Bag,"Wirebound Service Call Books, 5 1/2"" x 4""",Paper,88.06469999999999,WEST,127.63,2013,Qtr 1,February,9,Regular Air,2.03,Arizona,9.68,1
Sun City,1053,George Bowen,Corporate,0.1,William,Low,2013,Qtr 3,August,12,1,Technology,Small Pack,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Computer Peripherals,-12.91928,WEST,22.79,2013,Qtr 3,August,13,Regular Air,2.39,Arizona,4.77,1
Sunnyvale,1391,Carolyn Greer,Consumer,0,William,Low,2010,Qtr 2,April,24,1,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,-0.10999999999999943,WEST,7.96,2010,Qtr 2,April,24,Express Air,0.7,California,2.88,1
Sunnyvale,1391,Carolyn Greer,Consumer,0.06,William,Low,2012,Qtr 1,February,20,1,Furniture,Jumbo Box,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Tables,-296.06,WEST,1321.81,2012,Qtr 1,February,21,Delivery Truck,75.23,California,417.4,1
Sunnyvale,1391,Carolyn Greer,Consumer,0.06,William,Low,2012,Qtr 1,February,20,1,Technology,Small Pack,TDK 4.7GB DVD+RW,Computer Peripherals,104.72819999999999,WEST,151.78,2012,Qtr 1,February,22,Regular Air,1.99,California,14.48,1
Sunnyvale,1391,Carolyn Greer,Corporate,0.06,William,Low,2011,Qtr 2,June,25,1,Office Supplies,Small Box,Xerox 1949,Paper,-33.28,WEST,66.29,2011,Qtr 2,June,26,Express Air,4.72,California,4.98,1
Sunnyvale,1391,Carolyn Greer,Small Business,0.07,William,Low,2010,Qtr 4,November,3,1,Office Supplies,Small Box,Recycled Eldon Regeneration Jumbo File,Storage & Organization,15.236000000000018,WEST,389.59,2010,Qtr 4,November,10,Regular Air,6.13,California,12.28,1
Sunnyvale,1391,Carolyn Greer,Small Business,0.03,William,Low,2011,Qtr 3,September,26,1,Office Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,63.5,WEST,240.63,2011,Qtr 3,September,26,Regular Air,2.89,California,10.48,1
Sunnyvale,1391,Carolyn Greer,Small Business,0.07,William,Low,2013,Qtr 4,October,6,1,Office Supplies,Small Box,Xerox 1994,Paper,-13.01,WEST,16.24,2013,Qtr 4,October,8,Regular Air,5.74,California,6.48,1
Sunrise,3221,Sean Pugh,Consumer,0,Sam,Low,2011,Qtr 1,March,12,1,Technology,Small Box,M3682,Telephones and Communication,73.668,SOUTH,330.89,2011,Qtr 1,March,13,Express Air,8.08,Florida,125.99,1
Sunrise,3221,Sean Pugh,Corporate,0.03,Sam,Low,2010,Qtr 4,October,12,1,Office Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,Pens & Art Supplies,-577.3040000000001,SOUTH,48.32,2010,Qtr 4,October,13,Regular Air,1.5,Florida,6.68,1
Sunrise,3221,Sean Pugh,Corporate,0,Sam,Low,2013,Qtr 1,February,15,1,Office Supplies,Wrap Bag,Staples Bulldog Clip,Rubber Bands,997.8497999999998,SOUTH,28.76,2013,Qtr 1,February,15,Regular Air,0.71,Florida,3.78,1
Surprise,1054,Keith R Atkinson,Corporate,0.03,William,Low,2010,Qtr 2,May,25,1,Office Supplies,Small Box,Wilson Jones Custom Binder Spines & Labels,Binders and Binder Accessories,-51.704,WEST,26.31,2010,Qtr 2,May,27,Express Air,7.46,Arizona,5.44,1
Surprise,1054,Keith R Atkinson,Corporate,0.08,William,Low,2010,Qtr 2,May,25,1,Office Supplies,Small Box,Xerox 1883,Paper,144.7482,WEST,209.78,2010,Qtr 2,May,26,Regular Air,5.58,Arizona,26.38,1
Surprise,1054,Keith R Atkinson,Corporate,0.06,William,Low,2010,Qtr 2,May,25,1,Technology,Wrap Bag,Accessory37,Telephones and Communication,-112.189,WEST,17.83,2010,Qtr 2,May,27,Regular Air,2.5,Arizona,20.99,1
Surprise,1054,Keith R Atkinson,Corporate,0,William,Low,2013,Qtr 1,March,18,1,Furniture,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,Tables,-409.79,WEST,88.78,2013,Qtr 1,March,19,Delivery Truck,27.75,Arizona,15.23,1
Surprise,1054,Keith R Atkinson,Corporate,0,William,Low,2013,Qtr 2,May,25,1,Technology,Small Box,V2397,Telephones and Communication,913.3185,WEST,1323.65,2013,Qtr 2,May,27,Regular Air,2.5,Arizona,125.99,1
Surprise,1115,Jill Foster,Consumer,0.07,William,Low,2012,Qtr 3,August,21,1,Office Supplies,Small Box,Xerox 1949,Paper,-26.0728,WEST,71.09,2012,Qtr 3,August,23,Regular Air,4.72,Arizona,4.98,1
Surprise,1115,Jill Foster,Consumer,0.08,William,Low,2013,Qtr 3,August,20,1,Office Supplies,Small Box,"SAFCO Mobile Desk Side File, Wire Frame",Storage & Organization,449.41216000000003,WEST,845.76,2013,Qtr 3,August,21,Regular Air,6.22,Arizona,42.76,1
Syracuse,16,Sarah Ramsey,Small Business,0.04,Erin,Low,2010,Qtr 1,February,12,1,Office Supplies,Wrap Bag,Staples Gold Paper Clips,Rubber Bands,2.63,EAST,18.8,2010,Qtr 1,February,15,Regular Air,1.58,New York,2.98,1
Syracuse,16,Sarah Ramsey,Small Business,0.05,Erin,Low,2010,Qtr 1,February,12,1,Technology,Small Box,StarTAC 7797,Telephones and Communication,652.7330999999999,EAST,945.99,2010,Qtr 1,February,14,Regular Air,2.5,New York,115.99,1
Syracuse,16,Sarah Ramsey,Small Business,0.08,Erin,Low,2013,Qtr 1,February,12,1,Office Supplies,Small Box,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders and Binder Accessories,3.4595000000000002,EAST,45.6,2013,Qtr 1,February,15,Express Air,7.27,New York,14.27,1
Syracuse,55,Marvin Hawley,Consumer,0.07,Erin,Low,2011,Qtr 4,October,20,1,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,-414.18,EAST,814.6,2011,Qtr 4,October,25,Delivery Truck,54.74,New York,130.98,1
Syracuse,55,Marvin Hawley,Consumer,0.04,Erin,Low,2013,Qtr 2,April,10,1,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,54.59805000000001,EAST,761.52,2013,Qtr 2,April,14,Express Air,69,New York,71.37,1
Syracuse,55,Marvin Hawley,Consumer,0.01,Erin,Low,2013,Qtr 2,April,10,1,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,23.563499999999998,EAST,34.15,2013,Qtr 2,April,10,Regular Air,3.73,New York,15.68,1
Syracuse,55,Marvin Hawley,Home Office,0.03,Erin,Low,2011,Qtr 4,October,6,1,Furniture,Jumbo Box,Hon 61000 Series Interactive Training Tables,Tables,-1513.2648960000004,EAST,666.63,2011,Qtr 4,October,7,Delivery Truck,46.59,New York,44.43,1
Tallahassee,3222,Diane Lu,Corporate,0.04,Sam,Low,2010,Qtr 3,September,19,1,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,-1535.4864000000002,SOUTH,332.16,2010,Qtr 3,September,19,Express Air,1.99,Florida,39.48,1
Tallahassee,3222,Diane Lu,Corporate,0,Sam,Low,2010,Qtr 3,September,19,1,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,-159.32,SOUTH,147.62,2010,Qtr 3,September,20,Regular Air,2.83,Florida,8.12,1
Tallahassee,3222,Diane Lu,Corporate,0.05,Sam,Low,2013,Qtr 1,February,15,1,Office Supplies,Small Box,GBC Poly Designer Binding Covers,Binders and Binder Accessories,25.02,SOUTH,33.89,2013,Qtr 1,February,17,Regular Air,5.08,Florida,16.74,1
Tallahassee,3254,Ken Watson,Home Office,0.1,Sam,Low,2011,Qtr 3,August,4,1,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,5273.286,SOUTH,602.6,2011,Qtr 3,August,6,Delivery Truck,57.38,Florida,100.98,1
Tallahassee,3254,Ken Watson,Home Office,0.09,Sam,Low,2011,Qtr 3,August,4,1,Office Supplies,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Storage & Organization,271.818,SOUTH,826.78,2011,Qtr 3,August,5,Regular Air,9.71,Florida,59.76,1
Tallahassee,3254,Ken Watson,Home Office,0.02,Sam,Low,2011,Qtr 3,August,4,1,Office Supplies,Small Box,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,214.338,SOUTH,718.47,2011,Qtr 3,August,4,Regular Air,9.07,Florida,120.98,1
Tamarac,3255,Maureen Whitley,Home Office,0.06,Sam,Low,2010,Qtr 3,August,18,1,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Computer Peripherals,596.808,SOUTH,97.96,2010,Qtr 3,August,20,Regular Air,3.61,Florida,47.98,1
Tamarac,3255,Maureen Whitley,Home Office,0.05,Sam,Low,2013,Qtr 4,November,25,1,Office Supplies,Small Box,Xerox 195,Paper,48.209999999999994,SOUTH,81.15,2013,Qtr 4,November,27,Regular Air,5.41,Florida,6.68,1
Tamarac,3337,Karl Goodwin,Consumer,0.02,Sam,Low,2012,Qtr 3,September,11,1,Technology,Small Box,i270,Telephones and Communication,400.4694,SOUTH,283.97,2012,Qtr 3,September,13,Express Air,8.99,Florida,65.99,1
Tampa,3338,Constance Robertson,Consumer,0.08,Sam,Low,2010,Qtr 2,May,7,1,Office Supplies,Small Box,Xerox 212,Paper,58.812,SOUTH,45,2010,Qtr 2,May,7,Regular Air,8.4,Florida,6.48,1
Tampa,3338,Constance Robertson,Consumer,0.04,Sam,Low,2011,Qtr 1,January,3,1,Office Supplies,Small Box,2300 Heavy-Duty Transfer File Systems by Perma,Storage & Organization,51.306000000000004,SOUTH,246.75,2011,Qtr 1,January,3,Regular Air,8.79,Florida,24.98,1
